library,type,old_version,new_version,commit_date
org.apache.lucenelucene-core,"update","4.6.0","7.2.0",2018-01-13T18:53:01Z
org.apache.lucenelucene-analyzers-common,"update","4.6.0","7.2.0",2018-01-13T18:53:01Z
