library,type,old_version,new_version,commit_date
de.swoeste.infinitum-svn-search.appapp-ui,"add","","${project.version}",2019-07-16T15:54:19Z
de.swoeste.infinitum-svn-search.appapp-rest,"add","","${project.version}",2017-04-07T05:57:02Z
