library,type,old_version,new_version,commit_date
edu.stanford.protegeprotege-editor-core,"add","","5.0.1-SNAPSHOT",2016-08-30T00:41:23Z
edu.stanford.protegeprotege-editor-owl,"add","","5.0.1-SNAPSHOT",2016-08-30T00:41:23Z
