library,type,old_version,new_version,commit_date
com.google.code.gsongson,"add","","2.3.1",2015-10-25T14:40:09Z
org.apache.lucenelucene-core,"update","4.9.0","5.3.1",2015-11-08T13:07:14Z
org.apache.lucenelucene-analyzers-common,"update","4.9.0","5.3.1",2015-11-08T13:07:14Z
org.apache.lucenelucene-queryparser,"update","4.9.0","5.3.1",2015-11-08T13:07:14Z
